Object ID,Title,Date,Materials,Culture,Place,Department,Object Name,Measurements,Classification,Total Images,Primary Image URL,Additional Images URLs
544822,Jug Decorated with Dolphins and Birds,ca. 1750–1550 B.C.,"Pottery, manganese black, gypsum fill",,Egypt,Egyptian Art,"Jug, Dolphins","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Diameter': 14.9, 'Height': 15}}, {'elementName': 'Diam. of rim', 'elementDescription': None, 'elementMeasurements': {'Diameter': 4.7}}]",,4,https://images.metmuseum.org/CRDImages/eg/original/DP350589.jpg,https://images.metmuseum.org/CRDImages/eg/original/DP160416.jpg;https://images.metmuseum.org/CRDImages/eg/original/DP160417.jpg;https://images.metmuseum.org/CRDImages/eg/original/DP163942.jpg
591138,Head of a lion,400–300 B.C.,Gypsum plaster,,Egypt,Egyptian Art,"Lion, head","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 42.5, 'Weight': 17, 'Width': 40}}, {'elementName': 'Overall', 'elementDescription': 'weight with attached cleat', 'elementMeasurements': {'Weight': 17.009888}}]",,6,https://images.metmuseum.org/CRDImages/eg/original/DP323402.jpg,https://images.metmuseum.org/CRDImages/eg/original/2012.235_EGDP013853.jpg;https://images.metmuseum.org/CRDImages/eg/original/2012.235_EGDP013857.jpg;https://images.metmuseum.org/CRDImages/eg/original/2012.235_EGDP013846.jpg;https://images.metmuseum.org/CRDImages/eg/original/2012.235_EGDP013842.jpg;https://images.metmuseum.org/CRDImages/eg/original/2012.235_EGDP013886.jpg
